"Notes"	"County"	"County Code"	"Daily Max Heat Index (C)"	"Daily Max Heat Index (C) Code"	Avg Daily Max Heat Index (C)
	"Crenshaw County, AL"	"01041"	"30"	"30"	30.00
	"Crenshaw County, AL"	"01041"	"31"	"31"	31.01
	"Crenshaw County, AL"	"01041"	"32"	"32"	32.02
	"Crenshaw County, AL"	"01041"	"33"	"33"	32.98
	"Crenshaw County, AL"	"01041"	"34"	"34"	34.00
	"Crenshaw County, AL"	"01041"	"35"	"35"	34.98
	"Crenshaw County, AL"	"01041"	"36"	"36"	35.98
	"Crenshaw County, AL"	"01041"	"37"	"37"	37.00
	"Crenshaw County, AL"	"01041"	"38"	"38"	37.98
	"Crenshaw County, AL"	"01041"	"39"	"39"	38.96
	"Crenshaw County, AL"	"01041"	"40"	"40"	39.94
	"Crenshaw County, AL"	"01041"	"41"	"41"	40.96
	"Crenshaw County, AL"	"01041"	"42"	"42"	42.02
	"Crenshaw County, AL"	"01041"	"43"	"43"	42.92
	"Crenshaw County, AL"	"01041"	"44"	"44"	43.84
	"Crenshaw County, AL"	"01041"	"45"	"45"	44.57
	"Crenshaw County, AL"	"01041"	"46"	"46"	46.00
	"Crenshaw County, AL"	"01041"	"49"	"49"	49.49
	"Crenshaw County, AL"	"01041"	"N/A"	"N/A"	Missing
"Total"	"Crenshaw County, AL"	"01041"			33.31
	"Cullman County, AL"	"01043"	"26"	"26"	26.26
	"Cullman County, AL"	"01043"	"27"	"27"	27.21
	"Cullman County, AL"	"01043"	"28"	"28"	28.07
	"Cullman County, AL"	"01043"	"29"	"29"	29.01
	"Cullman County, AL"	"01043"	"30"	"30"	29.98
	"Cullman County, AL"	"01043"	"31"	"31"	31.02
	"Cullman County, AL"	"01043"	"32"	"32"	32.00
	"Cullman County, AL"	"01043"	"33"	"33"	33.00
	"Cullman County, AL"	"01043"	"34"	"34"	33.98
	"Cullman County, AL"	"01043"	"35"	"35"	34.98
	"Cullman County, AL"	"01043"	"36"	"36"	35.99
	"Cullman County, AL"	"01043"	"37"	"37"	36.99
	"Cullman County, AL"	"01043"	"38"	"38"	37.98
	"Cullman County, AL"	"01043"	"39"	"39"	38.96
	"Cullman County, AL"	"01043"	"40"	"40"	39.93
	"Cullman County, AL"	"01043"	"41"	"41"	40.95
	"Cullman County, AL"	"01043"	"42"	"42"	41.97
	"Cullman County, AL"	"01043"	"43"	"43"	42.81
	"Cullman County, AL"	"01043"	"44"	"44"	43.97
	"Cullman County, AL"	"01043"	"45"	"45"	44.92
	"Cullman County, AL"	"01043"	"46"	"46"	45.72
	"Cullman County, AL"	"01043"	"N/A"	"N/A"	Missing
"Total"	"Cullman County, AL"	"01043"			32.87
	"Dale County, AL"	"01045"	"26"	"26"	26.32
	"Dale County, AL"	"01045"	"27"	"27"	27.13
	"Dale County, AL"	"01045"	"28"	"28"	28.03
	"Dale County, AL"	"01045"	"29"	"29"	29.02
	"Dale County, AL"	"01045"	"30"	"30"	29.97
	"Dale County, AL"	"01045"	"31"	"31"	31.01
	"Dale County, AL"	"01045"	"32"	"32"	32.01
	"Dale County, AL"	"01045"	"33"	"33"	33.01
	"Dale County, AL"	"01045"	"34"	"34"	34.01
	"Dale County, AL"	"01045"	"35"	"35"	34.99
	"Dale County, AL"	"01045"	"36"	"36"	35.95
	"Dale County, AL"	"01045"	"37"	"37"	36.97
	"Dale County, AL"	"01045"	"38"	"38"	37.98
	"Dale County, AL"	"01045"	"39"	"39"	39.00
	"Dale County, AL"	"01045"	"40"	"40"	39.93
	"Dale County, AL"	"01045"	"41"	"41"	40.97
	"Dale County, AL"	"01045"	"42"	"42"	41.98
	"Dale County, AL"	"01045"	"43"	"43"	42.88
	"Dale County, AL"	"01045"	"44"	"44"	43.89
	"Dale County, AL"	"01045"	"45"	"45"	45.19
	"Dale County, AL"	"01045"	"47"	"47"	46.97
	"Dale County, AL"	"01045"	"49"	"49"	48.62
	"Dale County, AL"	"01045"	"N/A"	"N/A"	Missing
"Total"	"Dale County, AL"	"01045"			33.40
	"Dallas County, AL"	"01047"	"26"	"26"	26.34
	"Dallas County, AL"	"01047"	"27"	"27"	27.15
	"Dallas County, AL"	"01047"	"28"	"28"	28.05
	"Dallas County, AL"	"01047"	"29"	"29"	29.02
	"Dallas County, AL"	"01047"	"30"	"30"	29.99
	"Dallas County, AL"	"01047"	"31"	"31"	30.99
	"Dallas County, AL"	"01047"	"32"	"32"	32.00
	"Dallas County, AL"	"01047"	"33"	"33"	33.02
	"Dallas County, AL"	"01047"	"34"	"34"	34.01
	"Dallas County, AL"	"01047"	"35"	"35"	35.02
	"Dallas County, AL"	"01047"	"36"	"36"	36.01
	"Dallas County, AL"	"01047"	"37"	"37"	36.98
	"Dallas County, AL"	"01047"	"38"	"38"	37.95
	"Dallas County, AL"	"01047"	"39"	"39"	38.96
	"Dallas County, AL"	"01047"	"40"	"40"	39.95
	"Dallas County, AL"	"01047"	"41"	"41"	41.02
	"Dallas County, AL"	"01047"	"42"	"42"	41.96
	"Dallas County, AL"	"01047"	"43"	"43"	42.94
	"Dallas County, AL"	"01047"	"44"	"44"	43.86
	"Dallas County, AL"	"01047"	"45"	"45"	45.09
	"Dallas County, AL"	"01047"	"46"	"46"	45.86
	"Dallas County, AL"	"01047"	"47"	"47"	46.82
	"Dallas County, AL"	"01047"	"50"	"50"	50.46
	"Dallas County, AL"	"01047"	"N/A"	"N/A"	Missing
"Total"	"Dallas County, AL"	"01047"			34.01
	"DeKalb County, AL"	"01049"	"26"	"26"	26.38
	"DeKalb County, AL"	"01049"	"27"	"27"	27.15
	"DeKalb County, AL"	"01049"	"28"	"28"	28.07
	"DeKalb County, AL"	"01049"	"29"	"29"	29.03
	"DeKalb County, AL"	"01049"	"30"	"30"	29.99
	"DeKalb County, AL"	"01049"	"31"	"31"	30.99
	"DeKalb County, AL"	"01049"	"32"	"32"	32.00
	"DeKalb County, AL"	"01049"	"33"	"33"	32.98
	"DeKalb County, AL"	"01049"	"34"	"34"	33.97
	"DeKalb County, AL"	"01049"	"35"	"35"	35.01
	"DeKalb County, AL"	"01049"	"36"	"36"	35.99
	"DeKalb County, AL"	"01049"	"37"	"37"	36.98
	"DeKalb County, AL"	"01049"	"38"	"38"	37.94
	"DeKalb County, AL"	"01049"	"39"	"39"	38.99
	"DeKalb County, AL"	"01049"	"40"	"40"	39.97
	"DeKalb County, AL"	"01049"	"41"	"41"	40.84
	"DeKalb County, AL"	"01049"	"42"	"42"	41.98
	"DeKalb County, AL"	"01049"	"43"	"43"	42.70
	"DeKalb County, AL"	"01049"	"N/A"	"N/A"	Missing
"Total"	"DeKalb County, AL"	"01049"			31.82
	"Elmore County, AL"	"01051"	"26"	"26"	26.31
	"Elmore County, AL"	"01051"	"27"	"27"	27.14
	"Elmore County, AL"	"01051"	"28"	"28"	28.06
	"Elmore County, AL"	"01051"	"29"	"29"	29.02
	"Elmore County, AL"	"01051"	"30"	"30"	30.03
	"Elmore County, AL"	"01051"	"31"	"31"	31.00
	"Elmore County, AL"	"01051"	"32"	"32"	32.02
	"Elmore County, AL"	"01051"	"33"	"33"	33.00
	"Elmore County, AL"	"01051"	"34"	"34"	33.98
	"Elmore County, AL"	"01051"	"35"	"35"	35.01
	"Elmore County, AL"	"01051"	"36"	"36"	35.98
	"Elmore County, AL"	"01051"	"37"	"37"	36.98
	"Elmore County, AL"	"01051"	"38"	"38"	37.98
	"Elmore County, AL"	"01051"	"39"	"39"	38.98
	"Elmore County, AL"	"01051"	"40"	"40"	39.96
	"Elmore County, AL"	"01051"	"41"	"41"	40.97
	"Elmore County, AL"	"01051"	"42"	"42"	41.94
	"Elmore County, AL"	"01051"	"43"	"43"	43.06
	"Elmore County, AL"	"01051"	"44"	"44"	43.96
	"Elmore County, AL"	"01051"	"45"	"45"	44.98
	"Elmore County, AL"	"01051"	"46"	"46"	46.29
	"Elmore County, AL"	"01051"	"47"	"47"	46.57
	"Elmore County, AL"	"01051"	"49"	"49"	49.45
	"Elmore County, AL"	"01051"	"N/A"	"N/A"	Missing
"Total"	"Elmore County, AL"	"01051"			33.59
	"Escambia County, AL"	"01053"	"26"	"26"	26.38
	"Escambia County, AL"	"01053"	"27"	"27"	27.13
	"Escambia County, AL"	"01053"	"28"	"28"	28.04
	"Escambia County, AL"	"01053"	"29"	"29"	29.02
	"Escambia County, AL"	"01053"	"30"	"30"	30.02
	"Escambia County, AL"	"01053"	"31"	"31"	31.01
	"Escambia County, AL"	"01053"	"32"	"32"	32.01
	"Escambia County, AL"	"01053"	"33"	"33"	33.03
	"Escambia County, AL"	"01053"	"34"	"34"	34.00
	"Escambia County, AL"	"01053"	"35"	"35"	35.00
	"Escambia County, AL"	"01053"	"36"	"36"	36.01
	"Escambia County, AL"	"01053"	"37"	"37"	36.97
	"Escambia County, AL"	"01053"	"38"	"38"	37.97
	"Escambia County, AL"	"01053"	"39"	"39"	38.98
	"Escambia County, AL"	"01053"	"40"	"40"	39.99
	"Escambia County, AL"	"01053"	"41"	"41"	40.95
	"Escambia County, AL"	"01053"	"42"	"42"	41.93
	"Escambia County, AL"	"01053"	"43"	"43"	43.02
	"Escambia County, AL"	"01053"	"44"	"44"	43.95
	"Escambia County, AL"	"01053"	"45"	"45"	44.78
	"Escambia County, AL"	"01053"	"46"	"46"	45.81
	"Escambia County, AL"	"01053"	"48"	"48"	48.08
	"Escambia County, AL"	"01053"	"49"	"49"	48.87
	"Escambia County, AL"	"01053"	"N/A"	"N/A"	Missing
"Total"	"Escambia County, AL"	"01053"			33.64
	"Etowah County, AL"	"01055"	"26"	"26"	26.29
	"Etowah County, AL"	"01055"	"27"	"27"	27.14
	"Etowah County, AL"	"01055"	"28"	"28"	28.06
	"Etowah County, AL"	"01055"	"29"	"29"	29.00
	"Etowah County, AL"	"01055"	"30"	"30"	30.00
	"Etowah County, AL"	"01055"	"31"	"31"	30.99
	"Etowah County, AL"	"01055"	"32"	"32"	32.01
	"Etowah County, AL"	"01055"	"33"	"33"	32.99
	"Etowah County, AL"	"01055"	"34"	"34"	34.02
	"Etowah County, AL"	"01055"	"35"	"35"	35.02
	"Etowah County, AL"	"01055"	"36"	"36"	35.98
	"Etowah County, AL"	"01055"	"37"	"37"	36.98
	"Etowah County, AL"	"01055"	"38"	"38"	38.02
	"Etowah County, AL"	"01055"	"39"	"39"	39.02
	"Etowah County, AL"	"01055"	"40"	"40"	39.95
	"Etowah County, AL"	"01055"	"41"	"41"	40.98
	"Etowah County, AL"	"01055"	"42"	"42"	41.89
	"Etowah County, AL"	"01055"	"43"	"43"	42.95
	"Etowah County, AL"	"01055"	"44"	"44"	44.11
	"Etowah County, AL"	"01055"	"N/A"	"N/A"	Missing
"Total"	"Etowah County, AL"	"01055"			32.78
	"Fayette County, AL"	"01057"	"26"	"26"	26.28
	"Fayette County, AL"	"01057"	"27"	"27"	27.15
	"Fayette County, AL"	"01057"	"28"	"28"	28.02
	"Fayette County, AL"	"01057"	"29"	"29"	29.00
	"Fayette County, AL"	"01057"	"30"	"30"	30.00
	"Fayette County, AL"	"01057"	"31"	"31"	31.00
	"Fayette County, AL"	"01057"	"32"	"32"	32.00
	"Fayette County, AL"	"01057"	"33"	"33"	33.02
	"Fayette County, AL"	"01057"	"34"	"34"	33.99
	"Fayette County, AL"	"01057"	"35"	"35"	35.00
	"Fayette County, AL"	"01057"	"36"	"36"	36.00
	"Fayette County, AL"	"01057"	"37"	"37"	36.97
	"Fayette County, AL"	"01057"	"38"	"38"	38.01
	"Fayette County, AL"	"01057"	"39"	"39"	39.00
	"Fayette County, AL"	"01057"	"40"	"40"	39.95
	"Fayette County, AL"	"01057"	"41"	"41"	40.94
	"Fayette County, AL"	"01057"	"42"	"42"	41.94
	"Fayette County, AL"	"01057"	"43"	"43"	42.97
	"Fayette County, AL"	"01057"	"44"	"44"	43.99
	"Fayette County, AL"	"01057"	"45"	"45"	44.96
	"Fayette County, AL"	"01057"	"46"	"46"	45.99
	"Fayette County, AL"	"01057"	"47"	"47"	47.25
	"Fayette County, AL"	"01057"	"N/A"	"N/A"	Missing
"Total"	"Fayette County, AL"	"01057"			33.50
	"Franklin County, AL"	"01059"	"26"	"26"	26.26
	"Franklin County, AL"	"01059"	"27"	"27"	27.13
	"Franklin County, AL"	"01059"	"28"	"28"	28.05
	"Franklin County, AL"	"01059"	"29"	"29"	29.03
	"Franklin County, AL"	"01059"	"30"	"30"	30.01
	"Franklin County, AL"	"01059"	"31"	"31"	31.00
	"Franklin County, AL"	"01059"	"32"	"32"	32.00
	"Franklin County, AL"	"01059"	"33"	"33"	32.99
	"Franklin County, AL"	"01059"	"34"	"34"	34.01
	"Franklin County, AL"	"01059"	"35"	"35"	34.97
	"Franklin County, AL"	"01059"	"36"	"36"	35.99
	"Franklin County, AL"	"01059"	"37"	"37"	36.97
	"Franklin County, AL"	"01059"	"38"	"38"	37.97
	"Franklin County, AL"	"01059"	"39"	"39"	38.96
	"Franklin County, AL"	"01059"	"40"	"40"	39.99
	"Franklin County, AL"	"01059"	"41"	"41"	40.96
	"Franklin County, AL"	"01059"	"42"	"42"	41.99
	"Franklin County, AL"	"01059"	"43"	"43"	42.95
	"Franklin County, AL"	"01059"	"44"	"44"	44.06
	"Franklin County, AL"	"01059"	"45"	"45"	45.12
	"Franklin County, AL"	"01059"	"46"	"46"	46.07
	"Franklin County, AL"	"01059"	"47"	"47"	46.71
	"Franklin County, AL"	"01059"	"N/A"	"N/A"	Missing
"Total"	"Franklin County, AL"	"01059"			33.01
	"Geneva County, AL"	"01061"	"26"	"26"	26.31
	"Geneva County, AL"	"01061"	"27"	"27"	27.14
	"Geneva County, AL"	"01061"	"28"	"28"	28.03
	"Geneva County, AL"	"01061"	"29"	"29"	28.97
	"Geneva County, AL"	"01061"	"30"	"30"	29.98
	"Geneva County, AL"	"01061"	"31"	"31"	31.03
	"Geneva County, AL"	"01061"	"32"	"32"	31.99
	"Geneva County, AL"	"01061"	"33"	"33"	33.04
	"Geneva County, AL"	"01061"	"34"	"34"	34.01
	"Geneva County, AL"	"01061"	"35"	"35"	34.98
	"Geneva County, AL"	"01061"	"36"	"36"	36.00
	"Geneva County, AL"	"01061"	"37"	"37"	36.98
	"Geneva County, AL"	"01061"	"38"	"38"	37.99
	"Geneva County, AL"	"01061"	"39"	"39"	38.98
	"Geneva County, AL"	"01061"	"40"	"40"	39.92
	"Geneva County, AL"	"01061"	"41"	"41"	40.99
	"Geneva County, AL"	"01061"	"42"	"42"	41.92
	"Geneva County, AL"	"01061"	"43"	"43"	42.90
	"Geneva County, AL"	"01061"	"44"	"44"	44.03
	"Geneva County, AL"	"01061"	"45"	"45"	45.06
	"Geneva County, AL"	"01061"	"47"	"47"	47.07
	"Geneva County, AL"	"01061"	"48"	"48"	47.96
	"Geneva County, AL"	"01061"	"N/A"	"N/A"	Missing
"Total"	"Geneva County, AL"	"01061"			33.62
	"Greene County, AL"	"01063"	"26"	"26"	26.33
	"Greene County, AL"	"01063"	"27"	"27"	27.14
	"Greene County, AL"	"01063"	"28"	"28"	28.06
	"Greene County, AL"	"01063"	"29"	"29"	28.99
	"Greene County, AL"	"01063"	"30"	"30"	30.00
	"Greene County, AL"	"01063"	"31"	"31"	31.02
	"Greene County, AL"	"01063"	"32"	"32"	32.02
	"Greene County, AL"	"01063"	"33"	"33"	33.04
	"Greene County, AL"	"01063"	"34"	"34"	34.02
	"Greene County, AL"	"01063"	"35"	"35"	34.99
	"Greene County, AL"	"01063"	"36"	"36"	36.01
	"Greene County, AL"	"01063"	"37"	"37"	36.99
	"Greene County, AL"	"01063"	"38"	"38"	37.99
	"Greene County, AL"	"01063"	"39"	"39"	39.00
	"Greene County, AL"	"01063"	"40"	"40"	39.95
	"Greene County, AL"	"01063"	"41"	"41"	40.95
	"Greene County, AL"	"01063"	"42"	"42"	41.95
	"Greene County, AL"	"01063"	"43"	"43"	42.91
	"Greene County, AL"	"01063"	"44"	"44"	43.87
	"Greene County, AL"	"01063"	"45"	"45"	45.03
	"Greene County, AL"	"01063"	"46"	"46"	45.98
	"Greene County, AL"	"01063"	"47"	"47"	46.96
	"Greene County, AL"	"01063"	"51"	"51"	50.77
	"Greene County, AL"	"01063"	"N/A"	"N/A"	Missing
"Total"	"Greene County, AL"	"01063"			34.26
	"Hale County, AL"	"01065"	"26"	"26"	26.32
	"Hale County, AL"	"01065"	"27"	"27"	27.16
	"Hale County, AL"	"01065"	"28"	"28"	28.06
	"Hale County, AL"	"01065"	"29"	"29"	29.00
	"Hale County, AL"	"01065"	"30"	"30"	30.01
	"Hale County, AL"	"01065"	"31"	"31"	31.01
	"Hale County, AL"	"01065"	"32"	"32"	32.01
	"Hale County, AL"	"01065"	"33"	"33"	33.00
	"Hale County, AL"	"01065"	"34"	"34"	34.00
	"Hale County, AL"	"01065"	"35"	"35"	34.99
	"Hale County, AL"	"01065"	"36"	"36"	35.98
	"Hale County, AL"	"01065"	"37"	"37"	37.00
	"Hale County, AL"	"01065"	"38"	"38"	38.01
	"Hale County, AL"	"01065"	"39"	"39"	39.00
	"Hale County, AL"	"01065"	"40"	"40"	39.98
	"Hale County, AL"	"01065"	"41"	"41"	40.93
	"Hale County, AL"	"01065"	"42"	"42"	41.94
	"Hale County, AL"	"01065"	"43"	"43"	42.99
	"Hale County, AL"	"01065"	"44"	"44"	43.94
	"Hale County, AL"	"01065"	"45"	"45"	45.03
	"Hale County, AL"	"01065"	"46"	"46"	45.96
	"Hale County, AL"	"01065"	"47"	"47"	46.75
	"Hale County, AL"	"01065"	"50"	"50"	50.33
	"Hale County, AL"	"01065"	"N/A"	"N/A"	Missing
"Total"	"Hale County, AL"	"01065"			34.08
	"Henry County, AL"	"01067"	"26"	"26"	26.31
	"Henry County, AL"	"01067"	"27"	"27"	27.13
	"Henry County, AL"	"01067"	"28"	"28"	28.04
	"Henry County, AL"	"01067"	"29"	"29"	28.98
	"Henry County, AL"	"01067"	"30"	"30"	30.01
	"Henry County, AL"	"01067"	"31"	"31"	31.00
	"Henry County, AL"	"01067"	"32"	"32"	32.01
	"Henry County, AL"	"01067"	"33"	"33"	33.01
	"Henry County, AL"	"01067"	"34"	"34"	34.02
	"Henry County, AL"	"01067"	"35"	"35"	35.02
	"Henry County, AL"	"01067"	"36"	"36"	35.98
	"Henry County, AL"	"01067"	"37"	"37"	36.99
	"Henry County, AL"	"01067"	"38"	"38"	37.98
	"Henry County, AL"	"01067"	"39"	"39"	38.96
	"Henry County, AL"	"01067"	"40"	"40"	39.91
	"Henry County, AL"	"01067"	"41"	"41"	40.98
	"Henry County, AL"	"01067"	"42"	"42"	41.96
	"Henry County, AL"	"01067"	"43"	"43"	42.87
	"Henry County, AL"	"01067"	"44"	"44"	43.83
	"Henry County, AL"	"01067"	"45"	"45"	45.35
	"Henry County, AL"	"01067"	"46"	"46"	46.08
	"Henry County, AL"	"01067"	"47"	"47"	46.77
	"Henry County, AL"	"01067"	"48"	"48"	48.38
	"Henry County, AL"	"01067"	"N/A"	"N/A"	Missing
"Total"	"Henry County, AL"	"01067"			33.36
	"Houston County, AL"	"01069"	"26"	"26"	26.30
	"Houston County, AL"	"01069"	"27"	"27"	27.13
	"Houston County, AL"	"01069"	"28"	"28"	28.04
	"Houston County, AL"	"01069"	"29"	"29"	28.98
	"Houston County, AL"	"01069"	"30"	"30"	29.99
	"Houston County, AL"	"01069"	"31"	"31"	31.01
	"Houston County, AL"	"01069"	"32"	"32"	32.02
	"Houston County, AL"	"01069"	"33"	"33"	33.01
	"Houston County, AL"	"01069"	"34"	"34"	34.00
	"Houston County, AL"	"01069"	"35"	"35"	34.99
	"Houston County, AL"	"01069"	"36"	"36"	36.01
	"Houston County, AL"	"01069"	"37"	"37"	37.00
	"Houston County, AL"	"01069"	"38"	"38"	37.98
	"Houston County, AL"	"01069"	"39"	"39"	39.01
	"Houston County, AL"	"01069"	"40"	"40"	39.95
	"Houston County, AL"	"01069"	"41"	"41"	40.93
	"Houston County, AL"	"01069"	"42"	"42"	41.93
	"Houston County, AL"	"01069"	"43"	"43"	42.96
	"Houston County, AL"	"01069"	"44"	"44"	43.97
	"Houston County, AL"	"01069"	"45"	"45"	44.90
	"Houston County, AL"	"01069"	"46"	"46"	45.76
	"Houston County, AL"	"01069"	"47"	"47"	47.38
	"Houston County, AL"	"01069"	"48"	"48"	47.80
	"Houston County, AL"	"01069"	"N/A"	"N/A"	Missing
"Total"	"Houston County, AL"	"01069"			33.59
	"Jackson County, AL"	"01071"	"26"	"26"	26.27
	"Jackson County, AL"	"01071"	"27"	"27"	27.17
	"Jackson County, AL"	"01071"	"28"	"28"	28.09
	"Jackson County, AL"	"01071"	"29"	"29"	29.03
	"Jackson County, AL"	"01071"	"30"	"30"	29.99
	"Jackson County, AL"	"01071"	"31"	"31"	31.01
	"Jackson County, AL"	"01071"	"32"	"32"	32.00
	"Jackson County, AL"	"01071"	"33"	"33"	33.04
	"Jackson County, AL"	"01071"	"34"	"34"	33.99
	"Jackson County, AL"	"01071"	"35"	"35"	34.96
	"Jackson County, AL"	"01071"	"36"	"36"	36.01
	"Jackson County, AL"	"01071"	"37"	"37"	37.03
	"Jackson County, AL"	"01071"	"38"	"38"	37.95
	"Jackson County, AL"	"01071"	"39"	"39"	38.98
	"Jackson County, AL"	"01071"	"40"	"40"	39.97
	"Jackson County, AL"	"01071"	"41"	"41"	41.07
	"Jackson County, AL"	"01071"	"42"	"42"	41.93
	"Jackson County, AL"	"01071"	"43"	"43"	42.83
	"Jackson County, AL"	"01071"	"44"	"44"	43.85
	"Jackson County, AL"	"01071"	"45"	"45"	44.61
	"Jackson County, AL"	"01071"	"N/A"	"N/A"	Missing
"Total"	"Jackson County, AL"	"01071"			32.24
	"Jefferson County, AL"	"01073"	"26"	"26"	26.31
	"Jefferson County, AL"	"01073"	"27"	"27"	27.13
	"Jefferson County, AL"	"01073"	"28"	"28"	28.03
	"Jefferson County, AL"	"01073"	"29"	"29"	28.99
	"Jefferson County, AL"	"01073"	"30"	"30"	30.00
	"Jefferson County, AL"	"01073"	"31"	"31"	30.99
	"Jefferson County, AL"	"01073"	"32"	"32"	32.01
	"Jefferson County, AL"	"01073"	"33"	"33"	33.01
	"Jefferson County, AL"	"01073"	"34"	"34"	34.00
	"Jefferson County, AL"	"01073"	"35"	"35"	34.98
	"Jefferson County, AL"	"01073"	"36"	"36"	35.98
	"Jefferson County, AL"	"01073"	"37"	"37"	37.00
	"Jefferson County, AL"	"01073"	"38"	"38"	37.98
	"Jefferson County, AL"	"01073"	"39"	"39"	39.01
	"Jefferson County, AL"	"01073"	"40"	"40"	39.95
	"Jefferson County, AL"	"01073"	"41"	"41"	40.99
	"Jefferson County, AL"	"01073"	"42"	"42"	41.91
	"Jefferson County, AL"	"01073"	"43"	"43"	42.93
	"Jefferson County, AL"	"01073"	"44"	"44"	43.91
	"Jefferson County, AL"	"01073"	"45"	"45"	44.99
	"Jefferson County, AL"	"01073"	"46"	"46"	45.89
	"Jefferson County, AL"	"01073"	"47"	"47"	47.12
	"Jefferson County, AL"	"01073"	"N/A"	"N/A"	Missing
"Total"	"Jefferson County, AL"	"01073"			33.20
	"Lamar County, AL"	"01075"	"26"	"26"	26.26
	"Lamar County, AL"	"01075"	"27"	"27"	27.12
	"Lamar County, AL"	"01075"	"28"	"28"	28.02
	"Lamar County, AL"	"01075"	"29"	"29"	29.02
	"Lamar County, AL"	"01075"	"30"	"30"	30.02
	"Lamar County, AL"	"01075"	"31"	"31"	31.00
	"Lamar County, AL"	"01075"	"32"	"32"	32.00
	"Lamar County, AL"	"01075"	"33"	"33"	33.00
	"Lamar County, AL"	"01075"	"34"	"34"	33.99
	"Lamar County, AL"	"01075"	"35"	"35"	34.99
	"Lamar County, AL"	"01075"	"36"	"36"	35.98
	"Lamar County, AL"	"01075"	"37"	"37"	36.99
	"Lamar County, AL"	"01075"	"38"	"38"	37.99
	"Lamar County, AL"	"01075"	"39"	"39"	38.97
	"Lamar County, AL"	"01075"	"40"	"40"	40.01
	"Lamar County, AL"	"01075"	"41"	"41"	40.95
	"Lamar County, AL"	"01075"	"42"	"42"	41.91
	"Lamar County, AL"	"01075"	"43"	"43"	43.01
	"Lamar County, AL"	"01075"	"44"	"44"	43.86
	"Lamar County, AL"	"01075"	"45"	"45"	44.98
	"Lamar County, AL"	"01075"	"46"	"46"	45.94
	"Lamar County, AL"	"01075"	"47"	"47"	46.89
	"Lamar County, AL"	"01075"	"48"	"48"	47.87
	"Lamar County, AL"	"01075"	"N/A"	"N/A"	Missing
"Total"	"Lamar County, AL"	"01075"			33.79
	"Lauderdale County, AL"	"01077"	"26"	"26"	26.28
	"Lauderdale County, AL"	"01077"	"27"	"27"	27.13
	"Lauderdale County, AL"	"01077"	"28"	"28"	28.05
	"Lauderdale County, AL"	"01077"	"29"	"29"	29.01
	"Lauderdale County, AL"	"01077"	"30"	"30"	29.98
	"Lauderdale County, AL"	"01077"	"31"	"31"	30.99
	"Lauderdale County, AL"	"01077"	"32"	"32"	32.00
	"Lauderdale County, AL"	"01077"	"33"	"33"	33.00
	"Lauderdale County, AL"	"01077"	"34"	"34"	34.01
	"Lauderdale County, AL"	"01077"	"35"	"35"	35.00
	"Lauderdale County, AL"	"01077"	"36"	"36"	35.98
	"Lauderdale County, AL"	"01077"	"37"	"37"	36.97
	"Lauderdale County, AL"	"01077"	"38"	"38"	37.97
	"Lauderdale County, AL"	"01077"	"39"	"39"	38.99
	"Lauderdale County, AL"	"01077"	"40"	"40"	39.94
	"Lauderdale County, AL"	"01077"	"41"	"41"	40.96
	"Lauderdale County, AL"	"01077"	"42"	"42"	41.91
	"Lauderdale County, AL"	"01077"	"43"	"43"	42.96
	"Lauderdale County, AL"	"01077"	"44"	"44"	44.09
	"Lauderdale County, AL"	"01077"	"45"	"45"	44.93
	"Lauderdale County, AL"	"01077"	"46"	"46"	45.83
	"Lauderdale County, AL"	"01077"	"47"	"47"	46.60
	"Lauderdale County, AL"	"01077"	"48"	"48"	48.07
	"Lauderdale County, AL"	"01077"	"N/A"	"N/A"	Missing
"Total"	"Lauderdale County, AL"	"01077"			33.24
	"Lawrence County, AL"	"01079"	"26"	"26"	26.32
	"Lawrence County, AL"	"01079"	"27"	"27"	27.17
	"Lawrence County, AL"	"01079"	"28"	"28"	28.06
	"Lawrence County, AL"	"01079"	"29"	"29"	28.99
	"Lawrence County, AL"	"01079"	"30"	"30"	29.97
	"Lawrence County, AL"	"01079"	"31"	"31"	31.01
	"Lawrence County, AL"	"01079"	"32"	"32"	31.99
	"Lawrence County, AL"	"01079"	"33"	"33"	32.99
	"Lawrence County, AL"	"01079"	"34"	"34"	33.99
	"Lawrence County, AL"	"01079"	"35"	"35"	35.00
	"Lawrence County, AL"	"01079"	"36"	"36"	35.98
	"Lawrence County, AL"	"01079"	"37"	"37"	37.01
	"Lawrence County, AL"	"01079"	"38"	"38"	37.96
	"Lawrence County, AL"	"01079"	"39"	"39"	39.01
	"Lawrence County, AL"	"01079"	"40"	"40"	39.95
	"Lawrence County, AL"	"01079"	"41"	"41"	40.96
	"Lawrence County, AL"	"01079"	"42"	"42"	41.95
	"Lawrence County, AL"	"01079"	"43"	"43"	42.87
	"Lawrence County, AL"	"01079"	"44"	"44"	44.11
	"Lawrence County, AL"	"01079"	"45"	"45"	44.98
	"Lawrence County, AL"	"01079"	"46"	"46"	45.78
	"Lawrence County, AL"	"01079"	"47"	"47"	46.53
	"Lawrence County, AL"	"01079"	"N/A"	"N/A"	Missing
"Total"	"Lawrence County, AL"	"01079"			33.02
	"Lee County, AL"	"01081"	"26"	"26"	26.18
	"Lee County, AL"	"01081"	"27"	"27"	27.14
	"Lee County, AL"	"01081"	"28"	"28"	28.04
	"Lee County, AL"	"01081"	"29"	"29"	28.99
